,Diesel,Solar,Hydrogen
506,2.33117,-2.331175,0.0
507,2.36469,-2.36469,0.0
508,2.5966,-2.5966,0.0
509,2.97984,-2.97984093,0.0
510,2.73327,-2.733271,0.0
511,2.14588,-2.145875,0.0
512,1.5,-1.5000004,-2.0000000001615947e-08
513,1.5,-1.5000050000000003,4.999999999588667e-07
514,1.5,-1.5000050000000003,0.0
515,1.5,-1.4999970000000002,-1.0000000005838672e-07
516,1.5,-1.5000030000000004,9.999999994736442e-08
517,1.67019,-1.6701899999999996,0.0
518,2.60344,-2.603441,0.0
519,3.2364,-3.2364031,0.0
520,3.62135,-3.621355,0.0
521,3.64418,-3.644175,0.0
522,3.60419,-3.6041849999999998,0.0
523,3.38031,-3.38031,0.0
524,3.11591,-3.115905,0.0
525,2.89486,-2.894855,0.0
526,2.63981,-2.6398099999999998,0.0
527,2.42061,-2.42061,0.0
528,2.38691,-2.386905,0.0
529,2.29842,-2.2984250000000004,0.0
530,2.23426,-2.2342600000000004,0.0
531,2.27051,-2.2705100000000003,0.0
532,2.45715,-2.457145,0.0
533,2.73156,-2.7315618699999997,0.0
534,2.66863,-2.668627,0.0
535,2.12671,-2.12671,0.0
536,1.5,-1.5000042,3.9999999992823554e-08
537,1.5,-1.4999989999999999,3.000000000086267e-07
538,1.5,-1.4999999999999998,-5.551115123125783e-17
539,1.5,-1.4999969999999998,-1.0000000003063114e-07
540,1.86372,-1.8637200000000003,0.0
541,2.39236,-2.39236,0.0
542,2.95066,-2.95066,0.0
543,3.29536,-3.2953606,0.0
544,3.62473,-3.62473,0.0
545,3.64767,-3.64767,0.0
546,3.61621,-3.616215,0.0
547,3.3971,-3.3971,0.0
548,3.12689,-3.12689,0.0
549,2.96705,-2.967045,0.0
550,2.71398,-2.713975,0.0
551,2.50997,-2.5099699999999996,0.0
552,2.48353,-2.48353,0.0
553,2.3968,-2.3968000000000003,0.0
554,2.32688,-2.32688,0.0
555,2.31751,-2.317505,0.0
556,2.39063,-2.3906300000000003,0.0
557,2.53093,-2.5309328,0.0
558,2.56372,-2.563718,0.0
559,2.38723,-2.3872259999999996,0.0
560,2.19751,-2.1975100000000003,0.0
561,2.08333,-2.083335,0.0
562,2.04524,-2.045245,0.0
563,2.19229,-2.192285,0.0
564,2.45864,-2.4586420000000007,0.0
565,2.82302,-2.823019,0.0
566,3.22292,-3.2229229999999998,0.0
567,3.39801,-3.3980127999999996,0.0
568,3.6838,-3.683805,0.0
569,3.69887,-3.6988649999999996,0.0
570,3.60243,-3.602435,0.0
571,3.40703,-3.4070300000000002,0.0
572,3.14751,-3.147515,0.0
573,2.97038,-2.97038,0.0
574,2.70689,-2.70689,0.0
575,2.47823,-2.478225,0.0
576,1.73602,-1.7360200000000003,0.0
577,1.60772,-1.60772,0.0
578,2.22547,-2.2254699999999996,0.0
579,1.82118,-1.8211792000000002,0.0
580,2.33234,-2.332335,0.0
581,2.44492,-2.44492093,0.0
582,2.30191,-2.301912,0.0
583,1.59087,-1.59087,0.0
584,1.5,-1.4999990000000003,2.9999999995311555e-07
585,1.5,-1.5,4.999999998478444e-07
586,1.5,-1.5000000000000002,-4.999999999588667e-07
587,1.5,-1.5000039999999997,-6.999999999646178e-07
588,1.5,-1.4999950000000002,-5.00000000069889e-07
589,1.5,-1.5000039999999997,2.999999999947489e-07
590,2.1412,-2.1412030000000004,0.0
591,2.76563,-2.7656283000000004,0.0
592,3.19199,-3.191995,0.0
593,3.26385,-3.2638499999999997,0.0
594,3.26032,-3.26032,0.0
595,3.1726,-3.172605,0.0
596,3.03131,-3.0313049999999997,0.0
597,2.91851,-2.918505,0.0
598,2.66261,-2.662605,0.0
599,2.42444,-2.424445,0.0
600,2.38964,-2.38964,0.0
601,2.29619,-2.29619,0.0
602,2.24596,-2.245965,0.0
603,2.26621,-2.26621,0.0
604,2.48046,-2.480455,0.0
605,2.77697,-2.7769715,0.0
606,2.75894,-2.758939,0.0
607,2.4183,-2.418305,0.0
608,2.01769,-2.0176900000000004,0.0
609,1.88248,-1.882485,0.0
610,2.00244,-2.002435,0.0
611,2.3439,-2.3439,0.0
612,2.68079,-2.6807909999999997,0.0
613,3.02518,-3.0251840000000003,0.0
614,3.3208,-3.3208010000000003,0.0
615,3.491,-3.4910012,0.0
616,3.78432,-3.784325,0.0
617,3.84732,-3.8473200000000003,0.0
618,3.8329,-3.8329,0.0
619,3.60637,-3.606375,0.0
620,3.29225,-3.292255,0.0
621,3.02946,-3.029455,0.0
622,2.7555,-2.7555,0.0
623,2.34558,-2.3455842000000002,0.0
624,2.52018,-2.52018,0.0
625,1.72897,-1.72897,0.0
626,2.3618,-2.3618,0.0
627,2.40865,-2.408655,0.0
628,2.6305,-2.6305,0.0
629,3.04738,-3.0473833999999997,0.0
630,3.21521,-3.2152139,0.0
631,3.27045,-3.270449,0.0
632,3.02438,-3.024378,0.0
633,2.76959,-2.769585,0.0
634,2.70465,-2.704655,0.0
635,2.505,-2.5050000000000003,0.0
636,2.47908,-2.479085,0.0
637,2.99701,-2.9970149999999998,0.0
638,3.32007,-3.3200700000000003,0.0
639,3.58667,-3.5866651999999997,0.0
640,3.2493,-3.249295,0.0
641,4.00521,-4.00521,0.0
642,3.97933,-3.97933,0.0
643,3.75152,-3.75152,0.0
644,3.41993,-3.419925,0.0
645,3.14388,-3.1438800000000002,0.0
646,2.83197,-2.8319699999999997,0.0
647,2.59222,-2.5922199999999997,0.0
648,2.5556,-2.5556,0.0
649,2.46853,-2.468525,0.0
650,2.40435,-2.4043449999999997,0.0
651,2.4547,-2.4547,0.0
652,2.71075,-2.7107449999999997,0.0
653,3.12141,-3.1214125,0.0
654,2.99117,-2.9911730000000003,0.0
655,2.49554,-2.495545,0.0
656,2.00038,-2.00038,0.0
657,1.63956,-1.639565,0.0
658,1.54715,-1.5471549999999996,0.0
659,1.69093,-1.6909299999999998,0.0
660,1.99636,-1.9963600000000004,0.0
661,2.74364,-2.74364,0.0
662,3.2985,-3.298505,0.0
663,3.54948,-3.5494765000000004,0.0
664,3.86695,-3.8669499999999997,0.0
665,3.9129,-3.9129,0.0
666,3.88388,-3.88388,0.0
667,3.66979,-3.66979,0.0
668,3.36054,-3.36054,0.0
669,3.12073,-3.1207249999999997,0.0
670,2.80735,-2.807355,0.0
671,2.5593,-2.5593000000000004,0.0
672,2.50851,-2.5085100000000002,0.0
673,2.43404,-2.4340450000000002,0.0
674,2.37976,-2.37976,0.0
675,2.43226,-2.4322600000000003,0.0
676,2.66201,-2.662015,0.0
677,3.08944,-3.0894425,0.0
678,3.19249,-3.192488,0.0
679,3.04963,-3.0496269999999996,0.0
680,2.78054,-2.7805440000000003,0.0
681,2.58019,-2.58019,0.0
682,2.54072,-2.54072,0.0
683,2.55142,-2.5514150000000004,0.0
684,2.68303,-2.683032,0.0
685,3.06069,-3.06069,0.0
686,3.32528,-3.325278,0.0
687,3.56251,-3.5625077000000003,0.0
688,3.91675,-3.91675,0.0
689,3.95259,-3.952585,0.0
690,3.91743,-3.917425,0.0
691,3.6862,-3.6862,0.0
692,3.4026,-3.402605,0.0
693,3.16975,-3.1697550000000003,0.0
694,2.82409,-2.824085,0.0
695,2.55987,-2.55987,0.0
696,2.51882,-2.5188200000000003,0.0
697,2.42815,-2.42815,0.0
698,2.37907,-2.379075,0.0
699,2.415,-2.415,0.0
700,2.64081,-2.64081,0.0
701,2.99951,-2.9995127999999998,0.0
702,3.03942,-3.039423,0.0
703,2.82682,-2.8268180000000003,0.0
704,2.3514,-2.3514,0.0
705,1.87296,-1.8729600000000004,0.0
706,1.66381,-1.663805,0.0
707,1.8836,-1.883595,0.0
708,2.23299,-2.23299,0.0
709,2.83953,-2.839525,0.0
710,3.19455,-3.19455,0.0
711,3.46847,-3.4684724,0.0
712,3.79385,-3.79385,0.0
713,3.80776,-3.807765,0.0
714,3.73837,-3.7383699999999997,0.0
715,3.48373,-3.4837350000000002,0.0
716,3.21816,-3.218165,0.0
717,3.01669,-3.01669,0.0
718,2.74424,-2.744235,0.0
719,2.50712,-2.507125,0.0
